matchid  teamid     passes  bad_passes  pass_ratio   corners     fouls  cards  goals     shots  is_home                team_name   pass_80   pass_70  expected_goals  on_target  length  op_teamid  op_passes  op_bad_passes  op_pass_ratio  op_corners  op_fouls  op_cards  op_goals  op_shots             op_team_name  op_pass_80  op_pass_70  op_expected_goals  op_on_target  competitionid  seasonid  shots_op_ratio  goals_op_ratio  pass_op_ratio  points      timestamp
942   707730    5683   3.637363    0.945055    0.791866  0.076923  0.208791      4      0  0.109890        0               Granada CF  0.142857  0.329670        0.592904   0.032967      91        178   5.439560       0.692308       0.885510    0.032967  0.208791         2         4  0.142857                Barcelona    0.252747    1.021978           1.983392      0.065934             23      2013        0.769231        0.000000       0.894249       0  1385225586880
943   707730     178   5.439560    0.692308    0.885510  0.032967  0.208791      2      4  0.142857        1                Barcelona  0.252747  1.021978        1.983392   0.065934      91       5683   3.637363       0.945055       0.791866    0.076923  0.208791         4         0  0.109890               Granada CF    0.142857    0.329670           0.592904      0.032967             23      2013        1.300000        4.000000       1.118257       3  1385225568475
944   707735     450   3.053763    1.430108    0.679426  0.010753  0.086022      4      1  0.107527        0                  Osasuna  0.150538  0.580645        1.104926   0.032258      93        192   4.376344       1.462366       0.748162    0.064516  0.182796         4         0  0.075269          Real Valladolid    0.193548    0.526882           0.705031      0.032258             23      2013        1.428571        1.000000       0.908127       3  1385157411877
945   707735     192   4.376344    1.462366    0.748162  0.064516  0.182796      4      0  0.075269        1          Real Valladolid  0.193548  0.526882        0.705031   0.032258      93        450   3.053763       1.430108       0.679426    0.010753  0.086022         4         1  0.107527                  Osasuna    0.150538    0.580645           1.104926      0.032258             23      2013        0.700000        0.000000       1.101168       0  1385157394884
946   732711    1581   2.829787    1.457447    0.658416  0.031915  0.138298      1      2  0.074468        0         Portland Timbers  0.138298  0.425532        0.510238   0.021277      94       1899   3.117021       1.170213       0.725248    0.074468  0.138298         0         4  0.191489           Real Salt Lake    0.361702    0.691489           3.190489      0.085106             98      2013        0.388889        0.500000       0.907850       0  1384142783329
947   732711    1899   3.117021    1.170213    0.725248  0.074468  0.138298      0      4  0.191489        1           Real Salt Lake  0.361702  0.691489        3.190489   0.085106      94       1581   2.829787       1.457447       0.658416    0.031915  0.138298         1         2  0.074468         Portland Timbers    0.138298    0.425532           0.510238      0.021277             98      2013        2.571429        2.000000       1.101504       3  1384142751943
948   707720     185   3.336957    1.347826    0.710648  0.097826  0.130435      3      1  0.173913        1               Real Betis  0.173913  0.500000        1.631579   0.054348      92        178   4.815217       1.293478       0.786856    0.000000  0.195652         2         4  0.119565                Barcelona    0.141304    0.510870           3.100748      0.086957             23      2013        1.454545        0.250000       0.903149       0  1384120252441
949   707720     178   4.815217    1.293478    0.786856  0.000000  0.195652      2      4  0.119565        0                Barcelona  0.141304  0.510870        3.100748   0.086957      92        185   3.336957       1.347826       0.710648    0.097826  0.130435         3         1  0.173913               Real Betis    0.173913    0.500000           1.631579      0.054348             23      2013        0.687500        4.000000       1.107237       3  1384120244228
950   707717     175   2.064516    1.397849    0.594427  0.010753  0.150538      4      1  0.075269        0       Atlético de Madrid  0.215054  0.505376        0.237749   0.010753      93        449   5.010753       1.354839       0.785835    0.053763  0.236559         3         1  0.182796               Villarreal    0.225806    0.903226           0.862287      0.032258             23      2013        0.411765        1.000000       0.756428       1  1384112998599
951   707717     449   5.010753    1.354839    0.785835  0.053763  0.236559      3      1  0.182796        1               Villarreal  0.225806  0.903226        0.862287   0.032258      93        175   2.064516       1.397849       0.594427    0.010753  0.150538         4         1  0.075269       Atlético de Madrid    0.215054    0.505376           0.237749      0.010753             23      2013        2.428571        1.000000       1.322003       1  1384112995308
952   707725     192   2.903226    1.225806    0.701299  0.064516  0.086022      5      2  0.118280        0          Real Valladolid  0.182796  0.526882        1.415648   0.064516      93        191   5.290323       1.290323       0.802610    0.064516  0.182796         1         2  0.204301              Valencia CF    0.258065    0.526882           1.383343      0.064516             23      2013        0.578947        1.000000       0.873773       1  1384106219241
953   707725     191   5.290323    1.290323    0.802610  0.064516  0.182796      1      2  0.204301        1              Valencia CF  0.258065  0.526882        1.383343   0.064516      93        192   2.903226       1.225806       0.701299    0.064516  0.086022         5         2  0.118280          Real Valladolid    0.182796    0.526882           1.415648      0.064516             23      2013        1.727273        1.000000       1.144463       1  1384106075381
